"STATION","NAME","DATE","TAVG","TMAX","TMIN","TOBS"
"USW00027502","BARROW AIRPORT, AK US","1978-05-13",,"16","5",
"USW00027502","BARROW AIRPORT, AK US","1978-05-14",,"13","7",
"USW00027502","BARROW AIRPORT, AK US","1978-05-15",,"15","9",
"USW00027502","BARROW AIRPORT, AK US","1978-05-16",,"17","7",
"USW00027502","BARROW AIRPORT, AK US","1978-05-17",,"18","7",
"USW00027502","BARROW AIRPORT, AK US","1978-05-18",,"23","8",
"USW00027502","BARROW AIRPORT, AK US","1978-05-19",,"22","17",
"USW00027502","BARROW AIRPORT, AK US","1978-05-20",,"22","16",
"USW00027502","BARROW AIRPORT, AK US","1978-05-21",,"27","20",
"USW00027502","BARROW AIRPORT, AK US","1978-05-22",,"26","17",
"USW00027502","BARROW AIRPORT, AK US","1978-05-23",,"22","14",
"USW00027502","BARROW AIRPORT, AK US","1978-05-24",,"22","13",
"USW00027502","BARROW AIRPORT, AK US","1978-05-25",,"22","18",
"USW00027502","BARROW AIRPORT, AK US","1978-05-26",,"22","18",
"USW00027502","BARROW AIRPORT, AK US","1978-05-27",,"22","17",
"USW00027502","BARROW AIRPORT, AK US","1978-05-28",,"22","16",
"USW00027502","BARROW AIRPORT, AK US","1978-05-29",,"30","16",
"USW00027502","BARROW AIRPORT, AK US","1978-05-30",,"30","22",
"USW00027502","BARROW AIRPORT, AK US","1978-05-31",,"40","21",
"USW00027502","BARROW AIRPORT, AK US","1978-06-01",,"29","24",
"USW00027502","BARROW AIRPORT, AK US","1978-06-02",,"28","23",
"USW00027502","BARROW AIRPORT, AK US","1978-06-03",,"30","24",
"USW00027502","BARROW AIRPORT, AK US","1978-06-04",,"39","28",
"USW00027502","BARROW AIRPORT, AK US","1978-06-05",,"47","35",
"USW00027502","BARROW AIRPORT, AK US","1978-06-06",,"44","32",
"USW00027502","BARROW AIRPORT, AK US","1978-06-07",,"36","32",
"USW00027502","BARROW AIRPORT, AK US","1978-06-08",,"45","28",
"USW00027502","BARROW AIRPORT, AK US","1978-06-09",,"46","29",
"USW00027502","BARROW AIRPORT, AK US","1978-06-10",,"46","28",
"USW00027502","BARROW AIRPORT, AK US","1978-06-11",,"39","30",
"USW00027502","BARROW AIRPORT, AK US","1978-06-12",,"37","29",
"USW00027502","BARROW AIRPORT, AK US","1978-06-13",,"36","28",
"USW00027502","BARROW AIRPORT, AK US","1978-06-14",,"34","27",
"USW00027502","BARROW AIRPORT, AK US","1978-06-15",,"36","27",
"USW00027502","BARROW AIRPORT, AK US","1978-06-16",,"35","27",
"USW00027502","BARROW AIRPORT, AK US","1978-06-17",,"36","29",
"USW00027502","BARROW AIRPORT, AK US","1978-06-18",,"40","31",
"USW00027502","BARROW AIRPORT, AK US","1978-06-19",,"38","29",
"USW00027502","BARROW AIRPORT, AK US","1978-06-20",,"31","26",
"USW00027502","BARROW AIRPORT, AK US","1978-06-21",,"33","26",
"USW00027502","BARROW AIRPORT, AK US","1978-06-22",,"32","26",
"USW00027502","BARROW AIRPORT, AK US","1978-06-23",,"31","26",
"USW00027502","BARROW AIRPORT, AK US","1978-06-24",,"32","24",
"USW00027502","BARROW AIRPORT, AK US","1978-06-25",,"34","28",
"USW00027502","BARROW AIRPORT, AK US","1978-06-26",,"30","27",
"USW00027502","BARROW AIRPORT, AK US","1978-06-27",,"36","26",
"USW00027502","BARROW AIRPORT, AK US","1978-06-28",,"47","30",
"USW00027502","BARROW AIRPORT, AK US","1978-06-29",,"45","38",
"USW00027502","BARROW AIRPORT, AK US","1978-06-30",,"49","37",
"USW00027502","BARROW AIRPORT, AK US","1978-07-01",,"42","33",
"USW00027502","BARROW AIRPORT, AK US","1978-07-02",,"51","36",
"USW00027502","BARROW AIRPORT, AK US","1978-07-03",,"36","30",
"USW00027502","BARROW AIRPORT, AK US","1978-07-04",,"39","31",
"USW00027502","BARROW AIRPORT, AK US","1978-07-05",,"47","32",
"USW00027502","BARROW AIRPORT, AK US","1978-07-06",,"49","36",
"USW00027502","BARROW AIRPORT, AK US","1978-07-07",,"44","36",
"USW00027502","BARROW AIRPORT, AK US","1978-07-08",,"44","35",
"USW00027502","BARROW AIRPORT, AK US","1978-07-09",,"42","34",
"USW00027502","BARROW AIRPORT, AK US","1978-07-10",,"44","32",
"USW00027502","BARROW AIRPORT, AK US","1978-07-11",,"40","32",
"USW00027502","BARROW AIRPORT, AK US","1978-07-12",,"42","32",
"USW00027502","BARROW AIRPORT, AK US","1978-07-13",,"35","31",
"USW00027502","BARROW AIRPORT, AK US","1978-07-14",,"39","30",
"USW00027502","BARROW AIRPORT, AK US","1978-07-15",,"42","29",
"USW00027502","BARROW AIRPORT, AK US","1978-07-16",,"35","30",
"USW00027502","BARROW AIRPORT, AK US","1978-07-17",,"43","31",
"USW00027502","BARROW AIRPORT, AK US","1978-07-18",,"49","36",
"USW00027502","BARROW AIRPORT, AK US","1978-07-19",,"45","32",
"USW00027502","BARROW AIRPORT, AK US","1978-07-20",,"36","32",
"USW00027502","BARROW AIRPORT, AK US","1978-07-21",,"42","34",
"USW00027502","BARROW AIRPORT, AK US","1978-07-22",,"40","35",
"USW00027502","BARROW AIRPORT, AK US","1978-07-23",,"44","33",
"USW00027502","BARROW AIRPORT, AK US","1978-07-24",,"42","34",
"USW00027502","BARROW AIRPORT, AK US","1978-07-25",,"63","34",
"USW00027502","BARROW AIRPORT, AK US","1978-07-26",,"58","34",
"USW00027502","BARROW AIRPORT, AK US","1978-07-27",,"45","30",
"USW00027502","BARROW AIRPORT, AK US","1978-07-28",,"55","45",
"USW00027502","BARROW AIRPORT, AK US","1978-07-29",,"48","44",
"USW00027502","BARROW AIRPORT, AK US","1978-07-30",,"67","44",
"USW00027502","BARROW AIRPORT, AK US","1978-07-31",,"64","41",
"USW00027502","BARROW AIRPORT, AK US","1978-08-01",,"51","35",
"USW00027502","BARROW AIRPORT, AK US","1978-08-02",,"35","30",
"USW00027502","BARROW AIRPORT, AK US","1978-08-03",,"43","31",
"USW00027502","BARROW AIRPORT, AK US","1978-08-04",,"39","29",
"USW00027502","BARROW AIRPORT, AK US","1978-08-05",,"32","29",
"USW00027502","BARROW AIRPORT, AK US","1978-08-06",,"35","30",
"USW00027502","BARROW AIRPORT, AK US","1978-08-07",,"37","30",
"USW00027502","BARROW AIRPORT, AK US","1978-08-08",,"34","30",
"USW00027502","BARROW AIRPORT, AK US","1978-08-09",,"36","30",
"USW00027502","BARROW AIRPORT, AK US","1978-08-10",,"35","29",
"USW00027502","BARROW AIRPORT, AK US","1978-08-11",,"37","31",
"USW00027502","BARROW AIRPORT, AK US","1978-08-12",,"34","29",
"USW00027502","BARROW AIRPORT, AK US","1978-08-13",,"35","29",
"USW00027502","BARROW AIRPORT, AK US","1978-08-14",,"34","29",
"USW00027502","BARROW AIRPORT, AK US","1978-08-15",,"35","28",
"USW00027502","BARROW AIRPORT, AK US","1978-08-16",,"35","29",
"USW00027502","BARROW AIRPORT, AK US","1978-08-17",,"45","28",
"USW00027502","BARROW AIRPORT, AK US","1978-08-18",,"61","35",
"USW00027502","BARROW AIRPORT, AK US","1978-08-19",,"62","43",
"USW00027502","BARROW AIRPORT, AK US","1978-08-20",,"43","36",
"USW00027502","BARROW AIRPORT, AK US","1978-08-21",,"40","36",
"USW00027502","BARROW AIRPORT, AK US","1978-08-22",,"41","31",
"USW00027502","BARROW AIRPORT, AK US","1978-08-23",,"33","27",
"USW00027502","BARROW AIRPORT, AK US","1978-08-24",,"43","26",
"USW00027502","BARROW AIRPORT, AK US","1978-08-25",,"38","33",
"USW00027502","BARROW AIRPORT, AK US","1978-08-26",,"35","30",
"USW00027502","BARROW AIRPORT, AK US","1978-08-27",,"40","31",
"USW00027502","BARROW AIRPORT, AK US","1978-08-28",,"56","39",
"USW00027502","BARROW AIRPORT, AK US","1978-08-29",,"59","44",
"USW00027502","BARROW AIRPORT, AK US","1978-08-30",,"54","35",
"USW00027502","BARROW AIRPORT, AK US","1978-08-31",,"42","34",
"USW00027502","BARROW AIRPORT, AK US","1978-09-01",,"38","34",
"USW00027502","BARROW AIRPORT, AK US","1978-09-02",,"43","32",
"USW00027502","BARROW AIRPORT, AK US","1978-09-03",,"42","36",
"USW00027502","BARROW AIRPORT, AK US","1978-09-04",,"41","35",
"USW00027502","BARROW AIRPORT, AK US","1978-09-05",,"59","35",
"USW00027502","BARROW AIRPORT, AK US","1978-09-06",,"58","37",
"USW00027502","BARROW AIRPORT, AK US","1978-09-07",,"49","34",
"USW00027502","BARROW AIRPORT, AK US","1978-09-08",,"41","34",
"USW00027502","BARROW AIRPORT, AK US","1978-09-09",,"40","35",
"USW00027502","BARROW AIRPORT, AK US","1978-09-10",,"37","34",
"USW00027502","BARROW AIRPORT, AK US","1978-09-11",,"36","33",
"USW00027502","BARROW AIRPORT, AK US","1978-09-12",,"36","33",
"USW00027502","BARROW AIRPORT, AK US","1978-09-13",,"36","33",
"USW00027502","BARROW AIRPORT, AK US","1978-09-14",,"38","31",
"USW00027502","BARROW AIRPORT, AK US","1978-09-15",,"35","31",
"USW00027502","BARROW AIRPORT, AK US","1978-09-16",,"36","32",
"USW00027502","BARROW AIRPORT, AK US","1978-09-17",,"37","29",
"USW00027502","BARROW AIRPORT, AK US","1978-09-18",,"31","28",
"USW00027502","BARROW AIRPORT, AK US","1978-09-19",,"32","28",
"USW00027502","BARROW AIRPORT, AK US","1978-09-20",,"31","27",
"USW00027502","BARROW AIRPORT, AK US","1978-09-21",,"29","27",
"USW00027502","BARROW AIRPORT, AK US","1978-09-22",,"31","28",
"USW00027502","BARROW AIRPORT, AK US","1978-09-23",,"33","27",
"USW00027502","BARROW AIRPORT, AK US","1978-09-24",,"33","14",
"USW00027502","BARROW AIRPORT, AK US","1978-09-25",,"36","32",
"USW00027502","BARROW AIRPORT, AK US","1978-09-26",,"37","34",
"USW00027502","BARROW AIRPORT, AK US","1978-09-27",,"35","30",
"USW00027502","BARROW AIRPORT, AK US","1978-09-28",,"30","23",
"USW00027502","BARROW AIRPORT, AK US","1978-09-29",,"23","19",
"USW00027502","BARROW AIRPORT, AK US","1978-09-30",,"24","19",
"USW00027502","BARROW AIRPORT, AK US","1978-10-01",,"23","17",
"USW00027502","BARROW AIRPORT, AK US","1978-10-02",,"20","18",
"USW00027502","BARROW AIRPORT, AK US","1978-10-03",,"19","15",
"USW00027502","BARROW AIRPORT, AK US","1978-10-04",,"23","11",
"USW00027502","BARROW AIRPORT, AK US","1978-10-05",,"20","17",
"USW00027502","BARROW AIRPORT, AK US","1978-10-06",,"20","13",
"USW00027502","BARROW AIRPORT, AK US","1978-10-07",,"20","13",
"USW00027502","BARROW AIRPORT, AK US","1978-10-08",,"20","14",
"USW00027502","BARROW AIRPORT, AK US","1978-10-09",,"15","12",
"USW00027502","BARROW AIRPORT, AK US","1978-10-10",,"24","13",
"USW00027502","BARROW AIRPORT, AK US","1978-10-11",,"24","11",
"USW00027502","BARROW AIRPORT, AK US","1978-10-12",,"26","12",
"USW00027502","BARROW AIRPORT, AK US","1978-10-13",,"27","18",
"USW00027502","BARROW AIRPORT, AK US","1978-10-14",,"27","8",
"USW00027502","BARROW AIRPORT, AK US","1978-10-15",,"12","5",
"USW00027502","BARROW AIRPORT, AK US","1978-10-16",,"13","-6",
"USW00027502","BARROW AIRPORT, AK US","1978-10-17",,"4","-3",
"USW00027502","BARROW AIRPORT, AK US","1978-10-18",,"7","1",
"USW00027502","BARROW AIRPORT, AK US","1978-10-19",,"7","1",
"USW00027502","BARROW AIRPORT, AK US","1978-10-20",,"1","-6",
"USW00027502","BARROW AIRPORT, AK US","1978-10-21",,"-1","-6",
"USW00027502","BARROW AIRPORT, AK US","1978-10-22",,"-1","-5",
"USW00027502","BARROW AIRPORT, AK US","1978-10-23",,"-4","-7",
"USW00027502","BARROW AIRPORT, AK US","1978-10-24",,"0","-5",
"USW00027502","BARROW AIRPORT, AK US","1978-10-25",,"5","-1",
"USW00027502","BARROW AIRPORT, AK US","1978-10-26",,"3","-6",
"USW00027502","BARROW AIRPORT, AK US","1978-10-27",,"-1","-9",
"USW00027502","BARROW AIRPORT, AK US","1978-10-28",,"-3","-10",
"USW00027502","BARROW AIRPORT, AK US","1978-10-29",,"-1","-10",
"USW00027502","BARROW AIRPORT, AK US","1978-10-30",,"-4","-7",
"USW00027502","BARROW AIRPORT, AK US","1978-10-31",,"-7","-15",
"USW00027502","BARROW AIRPORT, AK US","1978-11-01",,"-12","-15",
"USW00027502","BARROW AIRPORT, AK US","1978-11-02",,"-9","-13",
"USW00027502","BARROW AIRPORT, AK US","1978-11-03",,"13","-16",
"USW00027502","BARROW AIRPORT, AK US","1978-11-04",,"12","5",
"USW00027502","BARROW AIRPORT, AK US","1978-11-05",,"21","5",
"USW00027502","BARROW AIRPORT, AK US","1978-11-06",,"5","-6",
"USW00027502","BARROW AIRPORT, AK US","1978-11-07",,"-5","-11",
"USW00027502","BARROW AIRPORT, AK US","1978-11-08",,"28","-8",
"USW00027502","BARROW AIRPORT, AK US","1978-11-09",,"32","18",
"USW00027502","BARROW AIRPORT, AK US","1978-11-10",,"32","24",
"USW00027502","BARROW AIRPORT, AK US","1978-11-11",,"29","17",
"USW00027502","BARROW AIRPORT, AK US","1978-11-12",,"23","-3",
"USW00027502","BARROW AIRPORT, AK US","1978-11-13",,"13","-3",
"USW00027502","BARROW AIRPORT, AK US","1978-11-14",,"1","-17",
"USW00027502","BARROW AIRPORT, AK US","1978-11-15",,"-9","-15",
"USW00027502","BARROW AIRPORT, AK US","1978-11-16",,"-6","-12",
"USW00027502","BARROW AIRPORT, AK US","1978-11-17",,"2","-11",
"USW00027502","BARROW AIRPORT, AK US","1978-11-18",,"20","1",
"USW00027502","BARROW AIRPORT, AK US","1978-11-19",,"26","5",
"USW00027502","BARROW AIRPORT, AK US","1978-11-20",,"32","23",
"USW00027502","BARROW AIRPORT, AK US","1978-11-21",,"30","15",
"USW00027502","BARROW AIRPORT, AK US","1978-11-22",,"20","4",
"USW00027502","BARROW AIRPORT, AK US","1978-11-23",,"11","-2",
"USW00027502","BARROW AIRPORT, AK US","1978-11-24",,"-2","-15",
"USW00027502","BARROW AIRPORT, AK US","1978-11-25",,"-6","-14",
"USW00027502","BARROW AIRPORT, AK US","1978-11-26",,"13","-6",
"USW00027502","BARROW AIRPORT, AK US","1978-11-27",,"15","7",
"USW00027502","BARROW AIRPORT, AK US","1978-11-28",,"15","6",
"USW00027502","BARROW AIRPORT, AK US","1978-11-29",,"22","-1",
"USW00027502","BARROW AIRPORT, AK US","1978-11-30",,"13","-16",
"USW00027502","BARROW AIRPORT, AK US","1978-12-01",,"4","-4",
"USW00027502","BARROW AIRPORT, AK US","1978-12-02",,"7","1",
"USW00027502","BARROW AIRPORT, AK US","1978-12-03",,"4","-2",
"USW00027502","BARROW AIRPORT, AK US","1978-12-04",,"8","-7",
"USW00027502","BARROW AIRPORT, AK US","1978-12-05",,"8","-9",
"USW00027502","BARROW AIRPORT, AK US","1978-12-06",,"13","-8",
"USW00027502","BARROW AIRPORT, AK US","1978-12-07",,"0","-8",
"USW00027502","BARROW AIRPORT, AK US","1978-12-08",,"0","-7",
"USW00027502","BARROW AIRPORT, AK US","1978-12-09",,"-3","-16",
"USW00027502","BARROW AIRPORT, AK US","1978-12-10",,"-16","-21",
"USW00027502","BARROW AIRPORT, AK US","1978-12-11",,"-16","-26",
"USW00027502","BARROW AIRPORT, AK US","1978-12-12",,"-6","-20",
"USW00027502","BARROW AIRPORT, AK US","1978-12-13",,"0","-6",
"USW00027502","BARROW AIRPORT, AK US","1978-12-14",,"-1","-26",
"USW00027502","BARROW AIRPORT, AK US","1978-12-15",,"-24","-35",
"USW00027502","BARROW AIRPORT, AK US","1978-12-16",,"-27","-38",
"USW00027502","BARROW AIRPORT, AK US","1978-12-17",,"-16","-35",
"USW00027502","BARROW AIRPORT, AK US","1978-12-18",,"-24","-44",
"USW00027502","BARROW AIRPORT, AK US","1978-12-19",,"-26","-43",
"USW00027502","BARROW AIRPORT, AK US","1978-12-20",,"-26","-30",
"USW00027502","BARROW AIRPORT, AK US","1978-12-21",,"-22","-39",
"USW00027502","BARROW AIRPORT, AK US","1978-12-22",,"-17","-38",
"USW00027502","BARROW AIRPORT, AK US","1978-12-23",,"-15","-19",
"USW00027502","BARROW AIRPORT, AK US","1978-12-24",,"-14","-20",
"USW00027502","BARROW AIRPORT, AK US","1978-12-25",,"-19","-37",
"USW00027502","BARROW AIRPORT, AK US","1978-12-26",,"-32","-40",
"USW00027502","BARROW AIRPORT, AK US","1978-12-27",,"-13","-40",
"USW00027502","BARROW AIRPORT, AK US","1978-12-28",,"-5","-13",
"USW00027502","BARROW AIRPORT, AK US","1978-12-29",,"15","-5",
"USW00027502","BARROW AIRPORT, AK US","1978-12-30",,"23","1",
"USW00027502","BARROW AIRPORT, AK US","1978-12-31",,"15","3",
"USW00027502","BARROW AIRPORT, AK US","1979-01-01",,"5","-7",
"USW00027502","BARROW AIRPORT, AK US","1979-01-02",,"21","5",
"USW00027502","BARROW AIRPORT, AK US","1979-01-03",,"13","2",
"USW00027502","BARROW AIRPORT, AK US","1979-01-04",,"19","9",
"USW00027502","BARROW AIRPORT, AK US","1979-01-05",,"14","1",
"USW00027502","BARROW AIRPORT, AK US","1979-01-06",,"20","5",
"USW00027502","BARROW AIRPORT, AK US","1979-01-07",,"5","-8",
"USW00027502","BARROW AIRPORT, AK US","1979-01-08",,"12","-5",
"USW00027502","BARROW AIRPORT, AK US","1979-01-09",,"10","3",
"USW00027502","BARROW AIRPORT, AK US","1979-01-10",,"4","1",
"USW00027502","BARROW AIRPORT, AK US","1979-01-11",,"6","-5",
"USW00027502","BARROW AIRPORT, AK US","1979-01-12",,"-5","-10",
"USW00027502","BARROW AIRPORT, AK US","1979-01-13",,"7","-9",
"USW00027502","BARROW AIRPORT, AK US","1979-01-14",,"7","-4",
"USW00027502","BARROW AIRPORT, AK US","1979-01-15",,"5","-6",
"USW00027502","BARROW AIRPORT, AK US","1979-01-16",,"5","-3",
"USW00027502","BARROW AIRPORT, AK US","1979-01-17",,"0","-7",
"USW00027502","BARROW AIRPORT, AK US","1979-01-18",,"3","-7",
"USW00027502","BARROW AIRPORT, AK US","1979-01-19",,"8","-9",
"USW00027502","BARROW AIRPORT, AK US","1979-01-20",,"4","-16",
"USW00027502","BARROW AIRPORT, AK US","1979-01-21",,"-5","-13",
"USW00027502","BARROW AIRPORT, AK US","1979-01-22",,"-1","-7",
"USW00027502","BARROW AIRPORT, AK US","1979-01-23",,"3","-5",
"USW00027502","BARROW AIRPORT, AK US","1979-01-24",,"5","0",
"USW00027502","BARROW AIRPORT, AK US","1979-01-25",,"3","-2",
"USW00027502","BARROW AIRPORT, AK US","1979-01-26",,"4","-8",
"USW00027502","BARROW AIRPORT, AK US","1979-01-27",,"-1","-17",
"USW00027502","BARROW AIRPORT, AK US","1979-01-28",,"-17","-21",
"USW00027502","BARROW AIRPORT, AK US","1979-01-29",,"-17","-27",
"USW00027502","BARROW AIRPORT, AK US","1979-01-30",,"-27","-33",
"USW00027502","BARROW AIRPORT, AK US","1979-01-31",,"-30","-33",
"USW00027502","BARROW AIRPORT, AK US","1979-02-01",,"-32","-37",
"USW00027502","BARROW AIRPORT, AK US","1979-02-02",,"-26","-39",
"USW00027502","BARROW AIRPORT, AK US","1979-02-03",,"-19","-42",
"USW00027502","BARROW AIRPORT, AK US","1979-02-04",,"-24","-31",
"USW00027502","BARROW AIRPORT, AK US","1979-02-05",,"-30","-37",
"USW00027502","BARROW AIRPORT, AK US","1979-02-06",,"-32","-42",
"USW00027502","BARROW AIRPORT, AK US","1979-02-07",,"-15","-40",
"USW00027502","BARROW AIRPORT, AK US","1979-02-08",,"-9","-30",
"USW00027502","BARROW AIRPORT, AK US","1979-02-09",,"0","-30",
"USW00027502","BARROW AIRPORT, AK US","1979-02-10",,"0","-25",
"USW00027502","BARROW AIRPORT, AK US","1979-02-11",,"-24","-28",
"USW00027502","BARROW AIRPORT, AK US","1979-02-12",,"-27","-32",
"USW00027502","BARROW AIRPORT, AK US","1979-02-13",,"-23","-30",
"USW00027502","BARROW AIRPORT, AK US","1979-02-14",,"5","-36",
"USW00027502","BARROW AIRPORT, AK US","1979-02-15",,"6","-18",
"USW00027502","BARROW AIRPORT, AK US","1979-02-16",,"8","-18",
"USW00027502","BARROW AIRPORT, AK US","1979-02-17",,"8","-17",
"USW00027502","BARROW AIRPORT, AK US","1979-02-18",,"-17","-26",
"USW00027502","BARROW AIRPORT, AK US","1979-02-19",,"-16","-22",
"USW00027502","BARROW AIRPORT, AK US","1979-02-20",,"-16","-23",
"USW00027502","BARROW AIRPORT, AK US","1979-02-21",,"-12","-23",
"USW00027502","BARROW AIRPORT, AK US","1979-02-22",,"-1","-23",
"USW00027502","BARROW AIRPORT, AK US","1979-02-23",,"4","-19",
"USW00027502","BARROW AIRPORT, AK US","1979-02-24",,"-19","-24",
"USW00027502","BARROW AIRPORT, AK US","1979-02-25",,"-14","-24",
"USW00027502","BARROW AIRPORT, AK US","1979-02-26",,"-10","-25",
"USW00027502","BARROW AIRPORT, AK US","1979-02-27",,"-6","-13",
"USW00027502","BARROW AIRPORT, AK US","1979-02-28",,"0","-25",
"USW00027502","BARROW AIRPORT, AK US","1979-03-01",,"-20","-29",
"USW00027502","BARROW AIRPORT, AK US","1979-03-02",,"-20","-38",
"USW00027502","BARROW AIRPORT, AK US","1979-03-03",,"-24","-40",
"USW00027502","BARROW AIRPORT, AK US","1979-03-04",,"-25","-35",
"USW00027502","BARROW AIRPORT, AK US","1979-03-05",,"-18","-27",
"USW00027502","BARROW AIRPORT, AK US","1979-03-06",,"-13","-21",
"USW00027502","BARROW AIRPORT, AK US","1979-03-07",,"-14","-23",
"USW00027502","BARROW AIRPORT, AK US","1979-03-08",,"-15","-27",
"USW00027502","BARROW AIRPORT, AK US","1979-03-09",,"-19","-27",
"USW00027502","BARROW AIRPORT, AK US","1979-03-10",,"-21","-29",
"USW00027502","BARROW AIRPORT, AK US","1979-03-11",,"-13","-26",
"USW00027502","BARROW AIRPORT, AK US","1979-03-12",,"-18","-27",
"USW00027502","BARROW AIRPORT, AK US","1979-03-13",,"-10","-28",
"USW00027502","BARROW AIRPORT, AK US","1979-03-14",,"-11","-20",
"USW00027502","BARROW AIRPORT, AK US","1979-03-15",,"-11","-23",
"USW00027502","BARROW AIRPORT, AK US","1979-03-16",,"-13","-21",
"USW00027502","BARROW AIRPORT, AK US","1979-03-17",,"-8","-18",
"USW00027502","BARROW AIRPORT, AK US","1979-03-18",,"-10","-26",
"USW00027502","BARROW AIRPORT, AK US","1979-03-19",,"-22","-29",
"USW00027502","BARROW AIRPORT, AK US","1979-03-20",,"-16","-32",
"USW00027502","BARROW AIRPORT, AK US","1979-03-21",,"-15","-28",
"USW00027502","BARROW AIRPORT, AK US","1979-03-22",,"-11","-26",
"USW00027502","BARROW AIRPORT, AK US","1979-03-23",,"-6","-16",
"USW00027502","BARROW AIRPORT, AK US","1979-03-24",,"-3","-11",
"USW00027502","BARROW AIRPORT, AK US","1979-03-25",,"13","-7",
"USW00027502","BARROW AIRPORT, AK US","1979-03-26",,"28","12",
"USW00027502","BARROW AIRPORT, AK US","1979-03-27",,"15","-2",
"USW00027502","BARROW AIRPORT, AK US","1979-03-28",,"-1","-13",
"USW00027502","BARROW AIRPORT, AK US","1979-03-29",,"-7","-20",
"USW00027502","BARROW AIRPORT, AK US","1979-03-30",,"-8","-24",
"USW00027502","BARROW AIRPORT, AK US","1979-03-31",,"-8","-24",
"USW00027502","BARROW AIRPORT, AK US","1979-04-01",,"-3","-17",
"USW00027502","BARROW AIRPORT, AK US","1979-04-02",,"-9","-19",
"USW00027502","BARROW AIRPORT, AK US","1979-04-03",,"-6","-22",
"USW00027502","BARROW AIRPORT, AK US","1979-04-04",,"-5","-17",
"USW00027502","BARROW AIRPORT, AK US","1979-04-05",,"-3","-8",
"USW00027502","BARROW AIRPORT, AK US","1979-04-06",,"-8","-17",
"USW00027502","BARROW AIRPORT, AK US","1979-04-07",,"-4","-18",
"USW00027502","BARROW AIRPORT, AK US","1979-04-08",,"-12","-17",
"USW00027502","BARROW AIRPORT, AK US","1979-04-09",,"-7","-18",
"USW00027502","BARROW AIRPORT, AK US","1979-04-10",,"-7","-24",
"USW00027502","BARROW AIRPORT, AK US","1979-04-11",,"-12","-30",
"USW00027502","BARROW AIRPORT, AK US","1979-04-12",,"-11","-25",
"USW00027502","BARROW AIRPORT, AK US","1979-04-13",,"-8","-26",
"USW00027502","BARROW AIRPORT, AK US","1979-04-14",,"-9","-25",
"USW00027502","BARROW AIRPORT, AK US","1979-04-15",,"-10","-24",
"USW00027502","BARROW AIRPORT, AK US","1979-04-16",,"-9","-23",
"USW00027502","BARROW AIRPORT, AK US","1979-04-17",,"-6","-24",
"USW00027502","BARROW AIRPORT, AK US","1979-04-18",,"-3","-16",
"USW00027502","BARROW AIRPORT, AK US","1979-04-19",,"1","-8",
"USW00027502","BARROW AIRPORT, AK US","1979-04-20",,"7","-4",
"USW00027502","BARROW AIRPORT, AK US","1979-04-21",,"30","6",
"USW00027502","BARROW AIRPORT, AK US","1979-04-22",,"31","19",
"USW00027502","BARROW AIRPORT, AK US","1979-04-23",,"24","19",
"USW00027502","BARROW AIRPORT, AK US","1979-04-24",,"36","21",
"USW00027502","BARROW AIRPORT, AK US","1979-04-25",,"25","13",
"USW00027502","BARROW AIRPORT, AK US","1979-04-26",,"27","8",
"USW00027502","BARROW AIRPORT, AK US","1979-04-27",,"35","16",
"USW00027502","BARROW AIRPORT, AK US","1979-04-28",,"33","17",
"USW00027502","BARROW AIRPORT, AK US","1979-04-29",,"36","18",
"USW00027502","BARROW AIRPORT, AK US","1979-04-30",,"29","8",
"USW00027502","BARROW AIRPORT, AK US","1979-05-01",,"24","20",
"USW00027502","BARROW AIRPORT, AK US","1979-05-02",,"26","22",
"USW00027502","BARROW AIRPORT, AK US","1979-05-03",,"23","20",
"USW00027502","BARROW AIRPORT, AK US","1979-05-04",,"27","20",
"USW00027502","BARROW AIRPORT, AK US","1979-05-05",,"26","20",
"USW00027502","BARROW AIRPORT, AK US","1979-05-06",,"27","17",
"USW00027502","BARROW AIRPORT, AK US","1979-05-07",,"30","12",
"USW00027502","BARROW AIRPORT, AK US","1979-05-08",,"25","15",
"USW00027502","BARROW AIRPORT, AK US","1979-05-09",,"21","11",
"USW00027502","BARROW AIRPORT, AK US","1979-05-10",,"17","12",
"USW00027502","BARROW AIRPORT, AK US","1979-05-11",,"16","9",
"USW00027502","BARROW AIRPORT, AK US","1979-05-12",,"13","4",
"USW00027502","BARROW AIRPORT, AK US","1979-05-13",,"15","-1",
"USW00027502","BARROW AIRPORT, AK US","1979-05-14",,"16","6",
"USW00027502","BARROW AIRPORT, AK US","1979-05-15",,"17","3",
"USW00027502","BARROW AIRPORT, AK US","1979-05-16",,"17","13",
"USW00027502","BARROW AIRPORT, AK US","1979-05-17",,"17","12",
"USW00027502","BARROW AIRPORT, AK US","1979-05-18",,"16","9",
"USW00027502","BARROW AIRPORT, AK US","1979-05-19",,"20","14",
"USW00027502","BARROW AIRPORT, AK US","1979-05-20",,"22","19",
"USW00027502","BARROW AIRPORT, AK US","1979-05-21",,"20","14",
"USW00027502","BARROW AIRPORT, AK US","1979-05-22",,"21","12",
"USW00027502","BARROW AIRPORT, AK US","1979-05-23",,"18","9",
"USW00027502","BARROW AIRPORT, AK US","1979-05-24",,"23","12",
"USW00027502","BARROW AIRPORT, AK US","1979-05-25",,"31","20",
"USW00027502","BARROW AIRPORT, AK US","1979-05-26",,"36","30",
"USW00027502","BARROW AIRPORT, AK US","1979-05-27",,"35","29",
